what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321805332826
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321805336874
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805340658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805343877
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321805345566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805347082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805347477
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805347593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805352989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805429893
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805430018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321805445490
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805448228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805451393
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805477857
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805478047
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805480567
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805480723
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805481654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805506874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805507052
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805507254
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805510762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805511510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805520018
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321805534165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805535199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805535491
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805535603
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805554238
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805557611
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805577407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805578342
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805578943
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805580447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805583253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805589297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805596987
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321805598787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805599639
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805600690
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805600789
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805618659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805620235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805625415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321805627637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805629147
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805630345
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805639431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805641569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805642906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805643962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805658075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805659750
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805659858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805682984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805689250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805694617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805702657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805707546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805713103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805717917
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805760714
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805760828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805762524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805842656
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805842766
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321805847285
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805848064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321805855016
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805860317
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321805866699
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805871386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321805873700
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805875576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805877932
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1321805909905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805936795
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805936892
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805937277
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321805937375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805937920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805947690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321805951422
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1321805951523
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1321806095079
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1321806095372
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1321806095883
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1321806096131
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1321806097361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806098482
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806098633
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806098707
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806099493
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806099631
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806100547
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806100548
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806101424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806103517
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806106220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806107273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806107523
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806110783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806112007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806112248
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806113803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806114784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806115502
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806116746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806117398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806117687
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806118848
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806119315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806119550
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806120867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806121902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806122145
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806124071
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806127945
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806128669
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806129876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806131159
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806149106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806150155
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806169166
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806169166
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806170050
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806170051
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806171620
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806171620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806174140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806177845
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806179828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806187528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806199638
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1321806222959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806229306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806251542
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806258830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806283608
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806286374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806292740
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321806295806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321806296758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806301594
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806303252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806306969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806310371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806315570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806362454
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806362558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321806372277
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806373404
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321806374918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806377394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806383416
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806383542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321806391593
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806392934
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806397759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806409232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321806411300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806413699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806428759
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806428902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321806432494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806433959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806456238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1321806456793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1321806461835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806521530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806527350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806551505
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806572334
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806607089
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806611396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806647900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806665700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806681782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806687415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806690379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806696139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806700354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806723704
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806724618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806726335
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806727561
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806729076
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806741461
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806756433
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806759987
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806770631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321806780017
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806788730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806805748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806894766
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806901816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806922105
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806928137
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806931895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806973639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806975455
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1321806975540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806978494
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806978588
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321806978662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806985309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806989673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321806989898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807005207
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807005304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807006820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807034085
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807034204
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807037418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807040273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807043385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321807045940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807053355
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807061594
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807061720
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1321807065606
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807066412
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1321807067627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1321807087584
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807089128
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1321807093232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807096877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807103117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807116708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807153383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807156714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1321807158098
